Water_Absorption_%,Plasticizer,Polymer_1,Toughener_1,Colorant,Stabilizer_1,Flame_retardant_1,Antioxidant,Metal_powder_1,Metal_powder_2,Metal_powder_3,Antistatic,Polymer_2,Stabilizer_2,Toughener_2,Clarifier_1,Clarifier_2,Clarifier_3,Polymer_3,Polymer_4,UV_absorber_1,UV_absorber_2,Flame_retardant_2,Polymer_5,Stabilizer_3,Filler_1,Filler_2,Toughener_3,Filler_3
1.989199486,0.0798908561690351,0.8075816921469102,0.0,0.2970292438520089,0.8088194,0.7681636250226085,0.0,0.0,0.201818742496329,0.0,0.0,0.1169164814234244,0.0676981799100957,0.0842896814910311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.153920366,0.1473400819224503,0.6199179975729786,0.0,0.5287664872898087,0.9717368,0.8059425504627575,0.0,0.002293394680536,0.0,1.0,0.0695495400081349,0.6367200982424105,0.2466965984848302,0.2695051203676264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.502494721,0.0,0.6890186801942122,0.0,0.5381775136751621,0.978353,0.7618367512298435,0.0,0.0830706698940563,0.0,0.6887672293658985,0.1486722837887218,0.451335488676177,0.3594508295228399,0.015337549015298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.488513716,0.0,0.6101120525680086,0.0,0.0,0.0,0.7116470289751772,0.0,0.0,0.2239025326785229,0.0,0.0,1.0,0.1660780653413968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.741956219,0.0,0.6045489907156204,0.0,0.0,0.478006,0.7234437349756949,0.0,0.0,0.911833296327622,0.0,0.0,0.9166005232798222,0.311632362151222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.194054294,0.0066352264909807,0.7015973145896435,0.0,0.0613755045329734,0.6431486,0.8516360582856886,0.0,0.0,0.505215337474921,0.0,0.0,0.3530832963871126,0.3630686420780025,0.4316256963154514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.201420989,0.0,0.7187598102353222,0.0,0.0,0.2691888,0.7162749104436484,0.0,0.0084972176009767,1.0,0.0,0.0,0.4785228986333063,0.182040365033575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.911926215,0.2591216941900049,0.6033299325331782,0.0,0.52675575198883,0.9703232,0.8149451330726649,0.0,0.0414079271815948,0.2593417842742512,0.8076774289903705,0.0,0.4945986884045701,0.6142761715000085,0.3526684925855891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.769976915,0.3534542816105336,0.6440693478173696,0.0,0.530218779835295,0.972758,0.844708564094752,0.0,0.0056601259048627,0.0,0.1338498883194349,0.0,0.3494623330161487,0.3530214532185873,0.5204269804314333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.777199742,0.4106667468378829,0.6077546918758994,0.0,0.0,0.5401992,0.8825579308546735,0.0,0.0,0.0973071978588571,0.0,0.0,0.3777488795781173,0.239933345584946,0.729626478899889,0.0,0.3658286050491736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.080493279,0.3302221663511121,0.5865042364084375,0.0,0.3935069863663725,0.8766457999999999,0.8321396711265493,0.0,0.0,0.0,0.3183166508573825,0.0,0.5810448396457859,0.3935940790857717,0.4604449142402566,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.586335316,0.3562020292645508,0.6896267296327038,0.0,0.3892451264988057,0.8736498,0.8562921172296886,0.0,0.0469204435014329,0.2023963248750485,0.0,0.1774093314594138,0.0683141870887279,0.1721217576550413,0.5771749520830001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.449756472,0.297608930547307,0.6425633981197124,0.0,0.4635086249961594,0.9258588,0.8389420463337481,0.0,0.0130172189778418,0.0,0.0,0.1233968241793637,0.3951635302627958,0.3836231806959722,0.4754940503023614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.048539112,0.2727949764409754,0.5853248414426068,0.0,0.4117236564658169,0.8894526,0.8343185855117656,0.0,0.0090439462023849,0.2579625108298931,0.0,0.0048434314822847,0.6192093939498755,0.5382261196321615,0.4471624293948208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.141855474,0.3264425610905505,0.6318652864449376,0.0,0.2741103321297749,0.7927068,0.8553688607093285,0.0,0.0,0.1332778581475704,0.0,0.0,0.396483477495162,0.4297038938365522,0.5653077326930916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.682535572,0.3039258639160095,0.6999590370589259,0.0,0.5689686759985115,1.0,0.8264413109215369,2.7343670420708196e-08,0.0195161727465398,0.0814950531566062,0.6734639689801013,0.0465309207646402,0.1477213682679252,0.3281849155243246,0.4193801804223181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.191255996,0.367695716367248,0.5930024928370099,0.0,0.2000422743726267,0.740635,0.8464000939129152,0.0,0.0,0.0027146264502328,0.0,0.0,0.5574928077979993,0.2603519275736245,0.5441927454322358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.683386915,0.170645043686018,0.623641494032771,0.0,0.1883695975001792,0.7324288,0.8298216224603676,0.0,0.0,0.4239231123367504,0.0,0.0,0.5724385474765699,0.3935215366423972,0.3949630696030465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.85739516,0.2932949920231792,0.6344990038574521,0.0,0.5047053709505076,0.9548212,0.8592404515326976,0.0,0.0191925020241206,0.0517462880791632,0.8792951486250264,0.0,0.3232590332820118,0.4707224743743818,0.561983615313895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.432261782,0.2065545374624284,0.5890655116448607,0.0,0.563823207777119,0.9963826,0.8378449584324905,0.0,0.170511833854965,0.0708217070543949,0.7021641472577987,0.0,0.3691898657022278,0.3904853935790265,0.43202987281805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.307302477,0.3868506218184291,0.6167157037197925,0.0,0.2043414016884714,0.7436573999999999,0.8659482069002615,0.0,0.0,0.2595600631309808,0.0,0.0,0.3657080819683717,0.3145962045793626,0.6376899679706455,0.5678535692294158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.749743846,0.3121289315795832,0.7077086670360819,0.0,0.1558880292404382,0.7095935999999999,0.8091387252550818,0.0,0.0,0.0,0.4924558874151877,0.0126127426658525,0.1939416891331467,0.1790926028470491,0.3597499457188603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.961540793,0.4668400716020804,0.5929614658660038,0.0,0.4273142516411901,0.9004130000000001,0.8909645411416562,0.0,0.0,0.0,0.0351285030502226,0.0745057861867917,0.3644231532135806,0.45273503147133,0.7717815156408522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.761592442,0.2641211480355528,0.6879638203276784,3.875692998606194e-09,0.5689686759985115,1.0,0.816882859259745,0.0,0.0004869562319689,0.0012911464407563,0.5203240171536896,0.2858800410683249,0.2750619156151209,0.3087789051410829,0.3617763719561541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.463651931,0.5579857575068972,0.5496701511568532,0.0,0.3160683581726091,0.8222042,0.933870250936316,0.0,0.0,0.0748002979150524,0.0,0.6212697877772256,0.3164539806621104,0.5339398284613022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.960187505,0.2994172793892981,0.6468948556650059,0.0,0.5689686759985115,1.0,0.8346938998200863,4.334531638685579e-08,0.0167271233310702,0.0771208564571342,0.4665692844620058,0.6592988718132954,0.2981882143302591,0.4119769992092874,0.4540208799500653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.048072793,0.4341201760313081,0.5960902032559714,0.0,0.0,0.4909102,0.8708667612741873,0.0,0.0,0.105460519388513,0.0,1.0,0.356095169104697,0.2844102662065864,0.6894666118200115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.874941987,0.4557151613312986,0.5316500338212129,0.0,0.5316318135421373,0.9737512,0.867785878648004,0.0,0.0222540122322339,0.0419911938805524,0.0,0.6709812285485662,0.5593437011769187,0.5392940048506714,0.6618470112612264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.533415424,0.5382954544666357,0.6906894071797274,0.0,0.266411616974839,0.7872944,0.8675502435020489,0.0,0.0119124804564164,0.0,0.5034525400178229,0.0,0.0,0.3877927994370706,0.5390225121450742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.835707449,0.0,0.8090447532240791,0.0,0.0,0.0,0.7608414756027008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6724550559477078,0.0
3.659977673,0.1707152831905905,0.693185569380484,0.0,0.0,0.3254289999999999,0.8807832142300771,0.0,0.0,0.0,0.0,0.0,0.0,0.2765197037366612,0.6386108530075653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.987355313,0.0,0.637564892127204,0.0,0.418559246139263,0.8942581999999999,0.8423018371652449,0.0,0.0,0.1227922468837948,0.0232501992756929,0.0,0.3738629237564737,0.5017829119020387,0.3686701881294878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6064455805211378,0.0,0.0,0.0
1.577956528,0.0,0.8131550403662882,0.0,0.0,0.0,0.6970773172918733,0.0,0.0,0.0,0.0,0.0,0.0529028619972579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6292393237920905,0.0
3.994675661,0.2355682961298947,0.5543168740006796,0.0,0.0,0.9910436,0.9056141940334888,0.3595933588040044,0.0295599741489276,0.0486642392636702,0.0,0.1925427448973083,0.2723947753644833,0.6807300066980856,0.7423820731445114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7701790125832689,0.0
1.700727948,0.0,0.7557116783388347,0.0,0.0,0.01132,0.7641631958076844,0.182651311636498,0.0,0.1553744524966838,0.2810861090168154,0.0,0.124444024052876,0.0871662745344588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7162476251190468,0.0
2.86395606,0.3973813873193675,0.6867623932443548,0.7461142441318273,0.4136999691618978,0.8908421999999999,0.8452672902204121,0.3414964002437162,0.0224572263529502,0.0,0.3296514970597038,0.0,0.1136692572749912,0.3933632732117683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.383988293,0.2723379861578846,0.7080157373348831,0.7012889921630194,0.0,0.5369306,0.7749967647074613,1.0,0.0255507162109588,0.0,0.994357513926906,0.0,0.0887869329904156,0.229166535687255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.778520867,0.0,0.7391480652490202,0.6302260332021247,0.0,0.0,0.8040134144494009,0.5374570718822833,0.0,0.0,0.8693079197761896,0.0,0.0,0.1065399430783627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142953366766701,0.0
2.841649998,0.3938116634625685,0.7164250450409513,0.6810280597386653,0.0,0.3769632,0.813554330406311,0.609898148620398,0.0,0.5104938374045339,0.0,0.0,0.0329963958820571,0.2958022710620939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.30152846,1.0,0.507188716339379,0.6856332189547935,0.0,0.4133226,0.9601188415709616,0.6164648556897158,0.0,0.2435826802969765,0.0,0.0,0.2795033687310563,0.5703064434616286,0.1223831601602008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.327068786,0.0,0.7376502003697184,0.5002774413566486,0.0,0.0,0.8102410913987709,0.3521574697778393,0.0,0.0,0.0061070272816515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988104588916045,0.0
3.616762681,0.1048876231308022,0.6521891310891054,0.6220072842256685,0.0,0.0,0.9321936177018189,0.5257376180852842,0.0062693314322027,0.0,0.0213462995927087,0.0,0.0,0.0,0.0232616900291466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.535619619,0.0319356969443836,0.57077355086746,0.7516005282189587,0.4753138715701145,0.9341582,0.9642582344952824,0.7105305134411659,0.0060906158669001,0.0692934331648238,0.0,0.0567130059696907,0.1816503768435717,0.5375763206956337,0.0888258965804024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6081871041285509,0.0,0.0,1.0
2.740762952,0.5739771766036761,0.5981834124137295,0.9731578115567644,0.1186774778301355,0.6834334,1.0,0.7013694085806098,0.0184036165529933,0.2538343830365818,0.5217692790878218,0.0,0.0882811998325542,0.6586521372212858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.487706994,0.0216979438450856,0.6665986722840624,0.832918748173453,0.2506238741532323,0.7761954,0.8465262173736685,0.826485953300045,0.0,0.0956008459047839,0.0,0.055281237947307,0.0936638104815279,0.4497728212481653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8904672448086871,0.0
2.393032475,0.2461578446877373,0.7432947954011981,0.787218830821973,0.0,0.4153778,0.8407701518593464,0.7613203156752701,0.0,0.2430227662379726,0.0,0.0,0.0161026022089256,0.0715436548333821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.858545668,0.0,0.7190676829871665,0.0,0.0,0.0,0.8977838171484535,0.282821615384582,0.0,0.0,0.0,0.0,0.0,0.0,0.2796850835873836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.647652125,0.8873428006164096,0.48261813739169,0.0,0.399046465395894,0.0,0.726127673871027,0.4479991657471439,0.4294548377975065,0.0,0.5929332465954511,0.1342137218040257,0.0233758166940083,1.0,0.0140840405203345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
